object_name,original_resolution_width,original_resolution_height,effective_resolution_width,effective_resolution_height,mAP,degradation_factor,GSD,pixels_on_target,knee
Container Crane,640,640,256,256,0.028027452145214522,0.4,0.7499999999999999,3519,False
Reach Stacker,640,640,256,256,0.007502654867256637,0.4,0.7499999999999999,177,False
Straddle Carrier,640,640,256,256,0.597,0.4,0.7499999999999999,2202,False
Mobile Crane,640,640,256,256,0.005719164301705952,0.4,0.7499999999999999,990,False
Dump Truck,640,640,256,256,0.07523076348189564,0.4,0.7499999999999999,94,False
Haul Truck,640,640,256,256,0.0,0.4,0.7499999999999999,337,False
Scraper/Tractor,640,640,256,256,0.0,0.4,0.7499999999999999,106,False
Front loader/Bulldozer,640,640,256,256,0.07185929913459793,0.4,0.7499999999999999,88,False
Excavator,640,640,256,256,0.20435890197171483,0.4,0.7499999999999999,122,False
Cement Mixer,640,640,256,256,0.008715513850199186,0.4,0.7499999999999999,88,False
Ground Grader,640,640,256,256,0.0021711763812224645,0.4,0.7499999999999999,99,False
Hut/Tent,640,640,256,256,0.0024899470549692234,0.4,0.7499999999999999,185,False
Shipping Container,640,640,256,256,0.0494677521979881,0.4,0.7499999999999999,115,False
Fixed-wing Aircraft,640,640,288,288,0.3029756394982772,0.45,0.6666666666666666,714,False
Small Aircraft,640,640,288,288,0.17575351071692533,0.45,0.6666666666666666,322,False
Cargo Plane,640,640,288,288,0.5598969193341281,0.45,0.6666666666666666,2959,False
Helicopter,640,640,288,288,0.06821739130434781,0.45,0.6666666666666666,393,False
Passenger Vehicle,640,640,288,288,0.05372432021056324,0.45,0.6666666666666666,39,False
Small Car,640,640,288,288,0.16254387585747246,0.45,0.6666666666666666,40,False
Bus,640,640,288,288,0.1878283491286647,0.45,0.6666666666666666,104,False
Pickup Truck,640,640,288,288,0.0013440965207596114,0.45,0.6666666666666666,48,False
Utility Truck,640,640,288,288,0.013592678172500561,0.45,0.6666666666666666,60,False
Truck,640,640,288,288,0.10840574608502626,0.45,0.6666666666666666,107,False
Cargo Truck,640,640,288,288,0.032576737722259656,0.45,0.6666666666666666,106,False
Truck Tractor,640,640,288,288,0.0019504807240911947,0.45,0.6666666666666666,109,False
Trailer,640,640,288,288,0.05144489833787489,0.45,0.6666666666666666,171,False
Truck w/Flatbed,640,640,288,288,0.03507707714515734,0.45,0.6666666666666666,205,False
Truck w/Liquid,640,640,288,288,0.013168423274416335,0.45,0.6666666666666666,200,False
Crane Truck,640,640,288,288,0.025142361158010645,0.45,0.6666666666666666,217,False
Railway Vehicle,640,640,288,288,0.11659135205432204,0.45,0.6666666666666666,360,False
Passenger Car,640,640,288,288,0.3969368656597088,0.45,0.6666666666666666,346,False
Cargo Car,640,640,288,288,0.38456937602561664,0.45,0.6666666666666666,220,False
Flat Car,640,640,288,288,0.018524396922445292,0.45,0.6666666666666666,284,False
Tank car,640,640,288,288,0.11659135205432204,0.45,0.6666666666666666,191,False
Locomotive,640,640,288,288,0.08210525856108726,0.45,0.6666666666666666,368,False
Maritime Vessel,640,640,288,288,0.14231710903179484,0.45,0.6666666666666666,2512,False
Motorboat,640,640,288,288,0.06789981336480241,0.45,0.6666666666666666,107,False
Sailboat,640,640,288,288,0.1410763053641179,0.45,0.6666666666666666,166,False
Tugboat,640,640,288,288,0.2038389665575838,0.45,0.6666666666666666,923,False
Barge,640,640,288,288,0.1169831358932359,0.45,0.6666666666666666,2937,False
Fishing Vessel,640,640,288,288,0.022798941253781936,0.45,0.6666666666666666,541,False
Ferry,640,640,288,288,0.22320159048010435,0.45,0.6666666666666666,2089,False
Yacht,640,640,288,288,0.2414768615942334,0.45,0.6666666666666666,650,False
Container Ship,640,640,288,288,0.05917991412490923,0.45,0.6666666666666666,9512,False
Oil Tanker,640,640,288,288,0.14925,0.45,0.6666666666666666,8567,False
Engineering Vehicle,640,640,288,288,0.011500700239635042,0.45,0.6666666666666666,360,False
Tower crane,640,640,288,288,0.0,0.45,0.6666666666666666,3050,False
Reach Stacker,640,640,288,288,0.02292242158426369,0.45,0.6666666666666666,224,False
Straddle Carrier,640,640,288,288,0.49749999999999994,0.45,0.6666666666666666,2787,False
Mobile Crane,640,640,288,288,0.010266159701575874,0.45,0.6666666666666666,1253,False
Dump Truck,640,640,288,288,0.08402898818874807,0.45,0.6666666666666666,119,False
Haul Truck,640,640,288,288,0.0,0.45,0.6666666666666666,426,False
Scraper/Tractor,640,640,288,288,0.0,0.45,0.6666666666666666,134,False
Front loader/Bulldozer,640,640,288,288,0.08177956502736561,0.45,0.6666666666666666,111,False
Excavator,640,640,288,288,0.243652366837897,0.45,0.6666666666666666,154,False
Cement Mixer,640,640,288,288,0.007051464664937263,0.45,0.6666666666666666,111,False
Ground Grader,640,640,288,288,0.0032546627581265066,0.45,0.6666666666666666,125,False
Hut/Tent,640,640,288,288,0.00224211935799965,0.45,0.6666666666666666,234,False
Small Aircraft,640,640,320,320,0.19760504973183654,0.5,0.6,397,False
Cargo Plane,640,640,320,320,0.5891739085193303,0.5,0.6,3653,False
Passenger Vehicle,640,640,320,320,0.07651508004800527,0.5,0.6,49,False
Small Car,640,640,320,320,0.1905476553025202,0.5,0.6,49,False
Bus,640,640,320,320,0.21982877468333561,0.5,0.6,128,False
Pickup Truck,640,640,320,320,0.0015727799520011067,0.5,0.6,59,False
Utility Truck,640,640,320,320,0.019582655929665054,0.5,0.6,74,False
Truck,640,640,320,320,0.12475455551441754,0.5,0.6,131,False
Cargo Truck,640,640,320,320,0.03849580074332724,0.5,0.6,130,False
Truck w/Box,640,640,320,320,0.2948849192645945,0.5,0.6,318,False
Truck Tractor,640,640,320,320,0.0029674137910903906,0.5,0.6,135,False
Trailer,640,640,320,320,0.05450216375702467,0.5,0.6,211,False
Truck w/Flatbed,640,640,320,320,0.043635101169420154,0.5,0.6,253,False
Truck w/Liquid,640,640,320,320,0.017825616035642054,0.5,0.6,247,False
Crane Truck,640,640,320,320,0.027074334078546435,0.5,0.6,268,False
Railway Vehicle,640,640,320,320,0.12450594924659274,0.5,0.6,444,False
Passenger Car,640,640,320,320,0.39696721457658385,0.5,0.6,426,False
Cargo Car,640,640,320,320,0.398530252643435,0.5,0.6,271,False
Flat Car,640,640,320,320,0.020001409545132985,0.5,0.6,351,False
Tank car,640,640,320,320,0.12450594924659274,0.5,0.6,235,False
Locomotive,640,640,320,320,0.07321944089009991,0.5,0.6,454,False
Maritime Vessel,640,640,320,320,0.13799118571895272,0.5,0.6,3101,False
Motorboat,640,640,320,320,0.09699732160032278,0.5,0.6,132,False
Tugboat,640,640,320,320,0.2508011321758371,0.5,0.6,1140,False
Barge,640,640,320,320,0.11979988033183986,0.5,0.6,3625,False
Fishing Vessel,640,640,320,320,0.02894018145195134,0.5,0.6,668,False
Ferry,640,640,320,320,0.2905895059182197,0.5,0.6,2579,False
Yacht,640,640,320,320,0.27791134565559383,0.5,0.6,802,False
Container Ship,640,640,320,320,0.07181445306388529,0.5,0.6,11743,False
Oil Tanker,640,640,320,320,0.199,0.5,0.6,10576,False
Engineering Vehicle,640,640,320,320,0.0188022665495318,0.5,0.6,444,False
Tower crane,640,640,320,320,0.019779310344827584,0.5,0.6,3766,False
Container Crane,640,640,320,320,0.013522456011730206,0.5,0.6,5499,False
Reach Stacker,640,640,320,320,0.04087903225806452,0.5,0.6,276,False
Straddle Carrier,640,640,320,320,0.16583333333333333,0.5,0.6,3441,False
Mobile Crane,640,640,320,320,0.017467430379109233,0.5,0.6,1547,False
Dump Truck,640,640,320,320,0.10585474682886423,0.5,0.6,146,False
Haul Truck,640,640,320,320,0.0,0.5,0.6,526,False
Scraper/Tractor,640,640,320,320,0.0,0.5,0.6,165,False
Front loader/Bulldozer,640,640,320,320,0.11563501974328708,0.5,0.6,137,False
Excavator,640,640,320,320,0.290005948912343,0.5,0.6,190,False
Cement Mixer,640,640,320,320,0.01679824445060354,0.5,0.6,137,False
Ground Grader,640,640,320,320,0.0024953115185468136,0.5,0.6,154,False
Hut/Tent,640,640,320,320,0.003549067192558848,0.5,0.6,289,False
Shipping Container,640,640,320,320,0.06162783208052951,0.5,0.6,179,False
Fixed-wing Aircraft,640,640,352,352,0.3717970677955925,0.55,0.5454545454545454,1067,False
Small Aircraft,640,640,352,352,0.29035546798029555,0.55,0.5454545454545454,481,False
Cargo Plane,640,640,352,352,0.6128887415754536,0.55,0.5454545454545454,4420,False
Helicopter,640,640,352,352,0.14298076923076922,0.55,0.5454545454545454,586,False
Passenger Vehicle,640,640,352,352,0.08074002989662188,0.55,0.5454545454545454,59,False
Bus,640,640,352,352,0.2415413541387748,0.55,0.5454545454545454,155,False
Pickup Truck,640,640,352,352,0.003062088058299916,0.55,0.5454545454545454,72,False
Utility Truck,640,640,352,352,0.024752679122874592,0.55,0.5454545454545454,89,False
Truck,640,640,352,352,0.1393376242939804,0.55,0.5454545454545454,159,False
Cargo Truck,640,640,352,352,0.04502951702707143,0.55,0.5454545454545454,157,False
Truck w/Box,640,640,352,352,0.28853796349922073,0.55,0.5454545454545454,385,False
Truck Tractor,640,640,352,352,0.006102425022037431,0.55,0.5454545454545454,163,False
Trailer,640,640,352,352,0.05941152082786786,0.55,0.5454545454545454,256,False
Truck w/Flatbed,640,640,352,352,0.052835188222548415,0.55,0.5454545454545454,306,False
Crane Truck,640,640,352,352,0.06263047715986012,0.55,0.5454545454545454,324,False
Railway Vehicle,640,640,352,352,0.13894791211099794,0.55,0.5454545454545454,537,False
Passenger Car,640,640,352,352,0.4094029765876381,0.55,0.5454545454545454,516,False
Cargo Car,640,640,352,352,0.4151489631772399,0.55,0.5454545454545454,328,False
Flat Car,640,640,352,352,0.0241332919980708,0.55,0.5454545454545454,424,False
Tank car,640,640,352,352,0.13894791211099794,0.55,0.5454545454545454,285,False
Locomotive,640,640,352,352,0.08706894782448214,0.55,0.5454545454545454,549,False
Maritime Vessel,640,640,352,352,0.13402252096212722,0.55,0.5454545454545454,3752,False
Sailboat,640,640,352,352,0.16556533713474295,0.55,0.5454545454545454,248,False
Barge,640,640,352,352,0.13705369263057401,0.55,0.5454545454545454,4386,False
Fishing Vessel,640,640,352,352,0.027363800993856307,0.55,0.5454545454545454,808,False
Ferry,640,640,352,352,0.2689069230066955,0.55,0.5454545454545454,3121,False
Yacht,640,640,352,352,0.32098364335911145,0.55,0.5454545454545454,970,False
Container Ship,640,640,352,352,0.12515359431034587,0.55,0.5454545454545454,14210,False
Oil Tanker,640,640,352,352,0.2321666666666667,0.55,0.5454545454545454,12797,False
Engineering Vehicle,640,640,352,352,0.018007165797833104,0.55,0.5454545454545454,537,False
Tower crane,640,640,352,352,0.01998502994011976,0.55,0.5454545454545454,4556,False
Container Crane,640,640,352,352,0.017489627113237635,0.55,0.5454545454545454,6653,False
Reach Stacker,640,640,352,352,0.08763890495469444,0.55,0.5454545454545454,334,False
Straddle Carrier,640,640,352,352,0.199,0.55,0.5454545454545454,4163,False
Mobile Crane,640,640,352,352,0.01284760070889496,0.55,0.5454545454545454,1872,False
Dump Truck,640,640,352,352,0.11643896576785254,0.55,0.5454545454545454,177,False
Haul Truck,640,640,352,352,0.0,0.55,0.5454545454545454,636,False
Scraper/Tractor,640,640,352,352,0.0,0.55,0.5454545454545454,200,False
Front loader/Bulldozer,640,640,352,352,0.15285588503120592,0.55,0.5454545454545454,166,False
Cement Mixer,640,640,352,352,0.02594584799822696,0.55,0.5454545454545454,165,False
Ground Grader,640,640,352,352,0.0029740853419592027,0.55,0.5454545454545454,187,False
Hut/Tent,640,640,352,352,0.003963318660619132,0.55,0.5454545454545454,350,False
Shipping Container,640,640,352,352,0.058233835328176865,0.55,0.5454545454545454,217,False
Fixed-wing Aircraft,640,640,384,384,0.3732039395445135,0.6,0.5,1269,False
Small Aircraft,640,640,384,384,0.28099487093087266,0.6,0.5,572,False
Cargo Plane,640,640,384,384,0.6192250724637902,0.6,0.5,5260,False
Helicopter,640,640,384,384,0.1663942307692307,0.6,0.5,697,False
Small Car,640,640,384,384,0.22421623832844778,0.6,0.5,71,False
Pickup Truck,640,640,384,384,0.002799767743716991,0.6,0.5,85,False
Cargo Truck,640,640,384,384,0.05104523755943793,0.6,0.5,187,False
Truck w/Box,640,640,384,384,0.29600693510285775,0.6,0.5,458,False
Truck Tractor,640,640,384,384,0.007120397234738308,0.6,0.5,194,False
Trailer,640,640,384,384,0.06738060397045284,0.6,0.5,304,False
Truck w/Flatbed,640,640,384,384,0.05634914920787777,0.6,0.5,364,False
Truck w/Liquid,640,640,384,384,0.029974819514271576,0.6,0.5,356,False
Passenger Car,640,640,384,384,0.4203622413585018,0.6,0.5,614,False
Cargo Car,640,640,384,384,0.425530424289712,0.6,0.5,391,False
Flat Car,640,640,384,384,0.04220392528950999,0.6,0.5,505,False
Locomotive,640,640,384,384,0.12535784577546624,0.6,0.5,654,False
Maritime Vessel,640,640,384,384,0.13312840201959728,0.6,0.5,4465,False
Motorboat,640,640,384,384,0.10710594350227487,0.6,0.5,190,False
Sailboat,640,640,384,384,0.19691189511109214,0.6,0.5,295,False
Tugboat,640,640,384,384,0.2685059817478833,0.6,0.5,1641,False
Barge,640,640,384,384,0.16960089276485787,0.6,0.5,5220,False
Fishing Vessel,640,640,384,384,0.029352011142184747,0.6,0.5,962,False
Oil Tanker,640,640,384,384,0.2321666666666667,0.6,0.5,15230,False
Engineering Vehicle,640,640,384,384,0.020473802013257627,0.6,0.5,639,False
Tower crane,640,640,384,384,0.05931000000000001,0.6,0.5,5422,False
Container Crane,640,640,384,384,0.009706909309440561,0.6,0.5,7918,False
Straddle Carrier,640,640,384,384,0.199,0.6,0.5,4954,False
Mobile Crane,640,640,384,384,0.03174980369197451,0.6,0.5,2228,False
Haul Truck,640,640,384,384,0.0,0.6,0.5,757,False
Scraper/Tractor,640,640,384,384,0.0,0.6,0.5,238,False
Front loader/Bulldozer,640,640,384,384,0.17817230051696578,0.6,0.5,197,False
Excavator,640,640,384,384,0.31904937723070076,0.6,0.5,274,False
Ground Grader,640,640,384,384,0.002588409844650026,0.6,0.5,222,False
Hut/Tent,640,640,384,384,0.004118430567183737,0.6,0.5,416,False
Shipping Container,640,640,384,384,0.06169767945113312,0.6,0.5,258,False
Fixed-wing Aircraft,640,640,416,416,0.35794713645458187,0.65,0.4615384615384615,1489,False
Small Aircraft,640,640,416,416,0.27852878279781523,0.65,0.4615384615384615,671,False
Cargo Plane,640,640,416,416,0.6244926631788421,0.65,0.4615384615384615,6173,False
Helicopter,640,640,416,416,0.17930555555555555,0.65,0.4615384615384615,818,False
Passenger Vehicle,640,640,416,416,0.08749612845574781,0.65,0.4615384615384615,82,False
Small Car,640,640,416,416,0.23628874050829904,0.65,0.4615384615384615,83,False
Bus,640,640,416,416,0.2767289360935135,0.65,0.4615384615384615,217,False
Pickup Truck,640,640,416,416,0.0040472321513720195,0.65,0.4615384615384615,100,False
Utility Truck,640,640,416,416,0.02813962913375464,0.65,0.4615384615384615,125,False
Truck,640,640,416,416,0.15065804318042886,0.65,0.4615384615384615,222,False
Cargo Truck,640,640,416,416,0.056693762048873275,0.65,0.4615384615384615,220,False
Truck w/Box,640,640,416,416,0.2955795318879007,0.65,0.4615384615384615,537,False
Truck Tractor,640,640,416,416,0.01045364762283305,0.65,0.4615384615384615,227,False
Trailer,640,640,416,416,0.07328408118902066,0.65,0.4615384615384615,357,False
Truck w/Flatbed,640,640,416,416,0.07480720990323989,0.65,0.4615384615384615,427,False
Truck w/Liquid,640,640,416,416,0.0381887950108291,0.65,0.4615384615384615,418,False
Crane Truck,640,640,416,416,0.09439660329060987,0.65,0.4615384615384615,453,False
Railway Vehicle,640,640,416,416,0.15008563366618138,0.65,0.4615384615384615,750,False
Passenger Car,640,640,416,416,0.4188003562949979,0.65,0.4615384615384615,720,False
Cargo Car,640,640,416,416,0.42880483653551504,0.65,0.4615384615384615,458,False
Flat Car,640,640,416,416,0.04124351783350429,0.65,0.4615384615384615,592,False
Tank car,640,640,416,416,0.15008563366618138,0.65,0.4615384615384615,397,False
Locomotive,640,640,416,416,0.10517483165965083,0.65,0.4615384615384615,767,False
Maritime Vessel,640,640,416,416,0.16259044982617202,0.65,0.4615384615384615,5240,False
Motorboat,640,640,416,416,0.11390970035720194,0.65,0.4615384615384615,223,False
Sailboat,640,640,416,416,0.17471877445685677,0.65,0.4615384615384615,347,False
Tugboat,640,640,416,416,0.24891452493400373,0.65,0.4615384615384615,1926,False
Barge,640,640,416,416,0.21087522962962962,0.65,0.4615384615384615,6126,False
Fishing Vessel,640,640,416,416,0.048608051960993416,0.65,0.4615384615384615,1129,False
Ferry,640,640,416,416,0.32001784268607675,0.65,0.4615384615384615,4359,False
Yacht,640,640,416,416,0.3498194630604524,0.65,0.4615384615384615,1355,False
Container Ship,640,640,416,416,0.0647322974987975,0.65,0.4615384615384615,19846,False
Oil Tanker,640,640,416,416,0.174125,0.65,0.4615384615384615,17874,False
Engineering Vehicle,640,640,416,416,0.023319844836174174,0.65,0.4615384615384615,750,False
Tower crane,640,640,416,416,0.059942775974025975,0.65,0.4615384615384615,6364,False
Container Crane,640,640,416,416,0.007010674360182131,0.65,0.4615384615384615,9293,False
Reach Stacker,640,640,416,416,0.061249999999999985,0.65,0.4615384615384615,466,False
Straddle Carrier,640,640,416,416,0.199,0.65,0.4615384615384615,5815,False
Mobile Crane,640,640,416,416,0.03447739633553811,0.65,0.4615384615384615,2615,False
Dump Truck,640,640,416,416,0.1287675531297535,0.65,0.4615384615384615,247,False
Haul Truck,640,640,416,416,0.0,0.65,0.4615384615384615,889,False
Scraper/Tractor,640,640,416,416,0.0,0.65,0.4615384615384615,279,False
Front loader/Bulldozer,640,640,416,416,0.19926922903582275,0.65,0.4615384615384615,231,False
Excavator,640,640,416,416,0.33338838474072185,0.65,0.4615384615384615,321,False
Cement Mixer,640,640,416,416,0.06544752883163421,0.65,0.4615384615384615,231,False
Ground Grader,640,640,416,416,0.006812632729707393,0.65,0.4615384615384615,261,False
Hut/Tent,640,640,416,416,0.004800293888179321,0.65,0.4615384615384615,488,False
Shipping Container,640,640,416,416,0.05108147958553464,0.65,0.4615384615384615,303,False
Fixed-wing Aircraft,640,640,448,448,0.3588074631111111,0.7,0.4285714285714286,1727,False
Small Aircraft,640,640,448,448,0.27967110753157265,0.7,0.4285714285714286,778,False
Cargo Plane,640,640,448,448,0.6318240401150473,0.7,0.4285714285714286,7159,False
Helicopter,640,640,448,448,0.3475,0.7,0.4285714285714286,949,False
Passenger Vehicle,640,640,448,448,0.10213354449327901,0.7,0.4285714285714286,95,False
Small Car,640,640,448,448,0.24462914324530324,0.7,0.4285714285714286,96,False
Bus,640,640,448,448,0.2803039430052309,0.7,0.4285714285714286,251,False
Pickup Truck,640,640,448,448,0.0034537028757168375,0.7,0.4285714285714286,116,False
Utility Truck,640,640,448,448,0.02950286819803317,0.7,0.4285714285714286,145,False
Truck,640,640,448,448,0.15657243249978858,0.7,0.4285714285714286,257,False
Truck w/Box,640,640,448,448,0.30048825072005475,0.7,0.4285714285714286,623,False
Truck Tractor,640,640,448,448,0.013631895654030798,0.7,0.4285714285714286,264,False
Truck w/Liquid,640,640,448,448,0.03674711176472708,0.7,0.4285714285714286,484,False
Crane Truck,640,640,448,448,0.09827923175431558,0.7,0.4285714285714286,525,False
Railway Vehicle,640,640,448,448,0.15621164044900016,0.7,0.4285714285714286,869,False
Passenger Car,640,640,448,448,0.41170403646177267,0.7,0.4285714285714286,835,False
Cargo Car,640,640,448,448,0.4152495512001126,0.7,0.4285714285714286,532,False
Flat Car,640,640,448,448,0.05460038734180901,0.7,0.4285714285714286,687,False
Tank car,640,640,448,448,0.15621164044900016,0.7,0.4285714285714286,461,False
Maritime Vessel,640,640,448,448,0.1470293045673288,0.7,0.4285714285714286,6077,False
Motorboat,640,640,448,448,0.1270632116105897,0.7,0.4285714285714286,258,False
Sailboat,640,640,448,448,0.20448903522361558,0.7,0.4285714285714286,402,False
Tugboat,640,640,448,448,0.24806923671383604,0.7,0.4285714285714286,2233,False
Barge,640,640,448,448,0.15705338012069814,0.7,0.4285714285714286,7105,False
Fishing Vessel,640,640,448,448,0.04527879583624174,0.7,0.4285714285714286,1309,False
Ferry,640,640,448,448,0.3048697409734569,0.7,0.4285714285714286,5055,False
Yacht,640,640,448,448,0.34174681727961265,0.7,0.4285714285714286,1571,False
Container Ship,640,640,448,448,0.07081410022453563,0.7,0.4285714285714286,23017,False
Oil Tanker,640,640,448,448,0.059699999999999996,0.7,0.4285714285714286,20729,False
Engineering Vehicle,640,640,448,448,0.030133045873167473,0.7,0.4285714285714286,870,False
Container Crane,640,640,448,448,0.00822038860103627,0.7,0.4285714285714286,10777,False
Reach Stacker,640,640,448,448,0.16147844838973877,0.7,0.4285714285714286,540,False
Straddle Carrier,640,640,448,448,0.199,0.7,0.4285714285714286,6743,False
Mobile Crane,640,640,448,448,0.045078515665736736,0.7,0.4285714285714286,3032,False
Dump Truck,640,640,448,448,0.13477189566439546,0.7,0.4285714285714286,287,False
Haul Truck,640,640,448,448,0.0,0.7,0.4285714285714286,1030,False
Scraper/Tractor,640,640,448,448,0.0,0.7,0.4285714285714286,323,False
Front loader/Bulldozer,640,640,448,448,0.21132071681259007,0.7,0.4285714285714286,268,False
Excavator,640,640,448,448,0.34695968144126166,0.7,0.4285714285714286,372,False
Cement Mixer,640,640,448,448,0.074581213248557,0.7,0.4285714285714286,268,False
Ground Grader,640,640,448,448,0.009429919070595077,0.7,0.4285714285714286,302,False
Hut/Tent,640,640,448,448,0.005203927376359593,0.7,0.4285714285714286,566,False
Shipping Container,640,640,448,448,0.057533178126269735,0.7,0.4285714285714286,351,False
Fixed-wing Aircraft,640,640,480,480,0.37706216149068317,0.75,0.39999999999999997,1983,False
Small Aircraft,640,640,480,480,0.2846761113103041,0.75,0.39999999999999997,893,False
Cargo Plane,640,640,480,480,0.6406292633788544,0.75,0.39999999999999997,8218,False
Helicopter,640,640,480,480,0.24874999999999997,0.75,0.39999999999999997,1089,False
Passenger Vehicle,640,640,480,480,0.10127417188123358,0.75,0.39999999999999997,109,False
Small Car,640,640,480,480,0.2506838451328114,0.75,0.39999999999999997,110,False
Bus,640,640,480,480,0.2843466914145235,0.75,0.39999999999999997,289,False
Pickup Truck,640,640,480,480,0.003812465194859732,0.75,0.39999999999999997,133,False
Utility Truck,640,640,480,480,0.032395861920418434,0.75,0.39999999999999997,166,False
Truck,640,640,480,480,0.1601743178967248,0.75,0.39999999999999997,295,False
Cargo Truck,640,640,480,480,0.06342127268985709,0.75,0.39999999999999997,292,False
Truck w/Box,640,640,480,480,0.29438032810445713,0.75,0.39999999999999997,715,False
Truck Tractor,640,640,480,480,0.009826888861844673,0.75,0.39999999999999997,303,False
Trailer,640,640,480,480,0.08306934470483376,0.75,0.39999999999999997,475,False
Truck w/Flatbed,640,640,480,480,0.0931167047614426,0.75,0.39999999999999997,568,False
Truck w/Liquid,640,640,480,480,0.04144277177307702,0.75,0.39999999999999997,556,False
Crane Truck,640,640,480,480,0.10948233157468187,0.75,0.39999999999999997,602,False
Railway Vehicle,640,640,480,480,0.15737049859926455,0.75,0.39999999999999997,998,False
Passenger Car,640,640,480,480,0.4186725485165705,0.75,0.39999999999999997,959,False
Cargo Car,640,640,480,480,0.424665441350412,0.75,0.39999999999999997,610,False
Flat Car,640,640,480,480,0.055190091806639544,0.75,0.39999999999999997,789,False
Tank car,640,640,480,480,0.15737049859926455,0.75,0.39999999999999997,529,False
Locomotive,640,640,480,480,0.12735430362302555,0.75,0.39999999999999997,1021,False
Maritime Vessel,640,640,480,480,0.1440774271781155,0.75,0.39999999999999997,6976,False
Motorboat,640,640,480,480,0.12822198751928388,0.75,0.39999999999999997,296,False
Sailboat,640,640,480,480,0.2267375035463214,0.75,0.39999999999999997,461,False
Tugboat,640,640,480,480,0.22823573237322253,0.75,0.39999999999999997,2564,False
Barge,640,640,480,480,0.19431092393880628,0.75,0.39999999999999997,8156,False
Fishing Vessel,640,640,480,480,0.048193812704532026,0.75,0.39999999999999997,1503,False
Ferry,640,640,480,480,0.2864389869437482,0.75,0.39999999999999997,5803,False
Yacht,640,640,480,480,0.35308806315531427,0.75,0.39999999999999997,1803,False
Container Ship,640,640,480,480,0.07300669895856401,0.75,0.39999999999999997,26422,False
Oil Tanker,640,640,480,480,0.0870625,0.75,0.39999999999999997,23796,False
Tower crane,640,640,480,480,0.07881407035175879,0.75,0.39999999999999997,8472,False
Container Crane,640,640,480,480,0.006414971590909091,0.75,0.39999999999999997,12372,False
Reach Stacker,640,640,480,480,0.12180054991539764,0.75,0.39999999999999997,620,False
Straddle Carrier,640,640,480,480,0.199,0.75,0.39999999999999997,7741,False
Mobile Crane,640,640,480,480,0.04976680312168165,0.75,0.39999999999999997,3481,False
Dump Truck,640,640,480,480,0.14162270989331252,0.75,0.39999999999999997,329,False
Haul Truck,640,640,480,480,0.0,0.75,0.39999999999999997,1183,False
Scraper/Tractor,640,640,480,480,0.0,0.75,0.39999999999999997,371,False
Excavator,640,640,480,480,0.3561887671241784,0.75,0.39999999999999997,427,False
Cement Mixer,640,640,480,480,0.0737784817045072,0.75,0.39999999999999997,307,False
Ground Grader,640,640,480,480,0.010354373344362455,0.75,0.39999999999999997,347,False
Hut/Tent,640,640,480,480,0.007625642215703633,0.75,0.39999999999999997,650,False
Shipping Container,640,640,480,480,0.05542427373176571,0.75,0.39999999999999997,403,False
Fixed-wing Aircraft,640,640,512,512,0.38529513632566265,0.8,0.37499999999999994,2256,False
Small Aircraft,640,640,512,512,0.29897549856513034,0.8,0.37499999999999994,1016,False
Cargo Plane,640,640,512,512,0.6201779682495309,0.8,0.37499999999999994,9350,False
Helicopter,640,640,512,512,0.37250000000000005,0.8,0.37499999999999994,1240,False
Passenger Vehicle,640,640,512,512,0.09816491112172614,0.8,0.37499999999999994,123,False
Small Car,640,640,512,512,0.255019577245795,0.8,0.37499999999999994,125,False
Bus,640,640,512,512,0.28664290698939626,0.8,0.37499999999999994,328,False
Pickup Truck,640,640,512,512,0.0047273768073363195,0.8,0.37499999999999994,151,False
Utility Truck,640,640,512,512,0.032568324363216807,0.8,0.37499999999999994,189,False
Truck,640,640,512,512,0.16267522266049048,0.8,0.37499999999999994,336,False
Cargo Truck,640,640,512,512,0.06753603250941806,0.8,0.37499999999999994,333,False
Truck w/Box,640,640,512,512,0.29695671715408706,0.8,0.37499999999999994,814,False
Truck Tractor,640,640,512,512,0.01712101345147089,0.8,0.37499999999999994,344,False
Trailer,640,640,512,512,0.08393475176825917,0.8,0.37499999999999994,540,False
Truck w/Flatbed,640,640,512,512,0.08323945028406493,0.8,0.37499999999999994,646,False
Truck w/Liquid,640,640,512,512,0.03885134561741245,0.8,0.37499999999999994,632,False
Crane Truck,640,640,512,512,0.10294409745387027,0.8,0.37499999999999994,685,False
Railway Vehicle,640,640,512,512,0.15949813109814004,0.8,0.37499999999999994,1135,False
Passenger Car,640,640,512,512,0.41600112078636464,0.8,0.37499999999999994,1091,False
Cargo Car,640,640,512,512,0.42638902174777493,0.8,0.37499999999999994,694,False
Flat Car,640,640,512,512,0.08637071710130335,0.8,0.37499999999999994,897,False
Tank car,640,640,512,512,0.15949813109814004,0.8,0.37499999999999994,601,False
Locomotive,640,640,512,512,0.11339465192626112,0.8,0.37499999999999994,1161,False
Maritime Vessel,640,640,512,512,0.1363634635475661,0.8,0.37499999999999994,7937,False
Motorboat,640,640,512,512,0.14598718074891745,0.8,0.37499999999999994,337,False
Sailboat,640,640,512,512,0.19289746916715272,0.8,0.37499999999999994,525,False
Tugboat,640,640,512,512,0.206568334391439,0.8,0.37499999999999994,2917,False
Barge,640,640,512,512,0.25686318055555557,0.8,0.37499999999999994,9280,False
Fishing Vessel,640,640,512,512,0.04934123862974729,0.8,0.37499999999999994,1710,False
