object_name,original_resolution_width,original_resolution_height,effective_resolution_width,effective_resolution_height,mAP,degradation_factor,GSD,pixels_on_target,knee
Ferry,640,640,512,512,0.2938121785962169,0.8,0.37499999999999994,6603,False
Yacht,640,640,512,512,0.3556368028986172,0.8,0.37499999999999994,2052,False
Container Ship,640,640,512,512,0.08171181283905968,0.8,0.37499999999999994,30063,False
Oil Tanker,640,640,512,512,0.05804166666666667,0.8,0.37499999999999994,27074,False
Engineering Vehicle,640,640,512,512,0.011158647518831988,0.8,0.37499999999999994,1136,False
Tower crane,640,640,512,512,0.07952461264225971,0.8,0.37499999999999994,9640,False
Container Crane,640,640,512,512,0.005964046240911671,0.8,0.37499999999999994,14076,False
Reach Stacker,640,640,512,512,0.08650027100271003,0.8,0.37499999999999994,706,False
Straddle Carrier,640,640,512,512,0.199,0.8,0.37499999999999994,8808,False
Mobile Crane,640,640,512,512,0.05076100535635301,0.8,0.37499999999999994,3960,False
Dump Truck,640,640,512,512,0.145961906525166,0.8,0.37499999999999994,374,False
Haul Truck,640,640,512,512,0.0,0.8,0.37499999999999994,1346,False
Scraper/Tractor,640,640,512,512,0.0,0.8,0.37499999999999994,422,False
Front loader/Bulldozer,640,640,512,512,0.22732631321163646,0.8,0.37499999999999994,350,False
Excavator,640,640,512,512,0.3576212253692643,0.8,0.37499999999999994,486,False
Cement Mixer,640,640,512,512,0.08108764679506189,0.8,0.37499999999999994,349,False
Ground Grader,640,640,512,512,0.012416640948362465,0.8,0.37499999999999994,395,False
Hut/Tent,640,640,512,512,0.007108418102620681,0.8,0.37499999999999994,740,False
Shipping Container,640,640,512,512,0.04577412663175242,0.8,0.37499999999999994,459,False
Fixed-wing Aircraft,640,640,544,544,0.37303356462585036,0.85,0.35294117647058826,2547,False
Cargo Plane,640,640,544,544,0.6402551734639956,0.85,0.35294117647058826,10556,False
Helicopter,640,640,544,544,0.41416666666666657,0.85,0.35294117647058826,1399,False
Passenger Vehicle,640,640,544,544,0.1040169581672959,0.85,0.35294117647058826,139,False
Small Car,640,640,544,544,0.2583056446123054,0.85,0.35294117647058826,141,False
Bus,640,640,544,544,0.28899130224514197,0.85,0.35294117647058826,370,False
Pickup Truck,640,640,544,544,0.0038241558724821127,0.85,0.35294117647058826,170,False
Utility Truck,640,640,544,544,0.0319878347275518,0.85,0.35294117647058826,213,False
Truck,640,640,544,544,0.16038972413107203,0.85,0.35294117647058826,379,False
Cargo Truck,640,640,544,544,0.06680980576279506,0.85,0.35294117647058826,375,False
Truck w/Box,640,640,544,544,0.29161287261917024,0.85,0.35294117647058826,919,False
Truck Tractor,640,640,544,544,0.0192100179189872,0.85,0.35294117647058826,388,False
Trailer,640,640,544,544,0.08574351579451636,0.85,0.35294117647058826,610,False
Truck w/Flatbed,640,640,544,544,0.09439096135944738,0.85,0.35294117647058826,730,False
Truck w/Liquid,640,640,544,544,0.043511850067331034,0.85,0.35294117647058826,714,False
Crane Truck,640,640,544,544,0.1025077644362371,0.85,0.35294117647058826,774,False
Railway Vehicle,640,640,544,544,0.162287555464119,0.85,0.35294117647058826,1281,False
Passenger Car,640,640,544,544,0.4091202367116944,0.85,0.35294117647058826,1232,False
Cargo Car,640,640,544,544,0.42938499959746695,0.85,0.35294117647058826,784,False
Flat Car,640,640,544,544,0.06844466446653749,0.85,0.35294117647058826,1013,False
Tank car,640,640,544,544,0.162287555464119,0.85,0.35294117647058826,679,False
Locomotive,640,640,544,544,0.119442135875296,0.85,0.35294117647058826,1311,False
Maritime Vessel,640,640,544,544,0.1387377587500022,0.85,0.35294117647058826,8960,False
Motorboat,640,640,544,544,0.14788220375888908,0.85,0.35294117647058826,381,False
Sailboat,640,640,544,544,0.2046917254032797,0.85,0.35294117647058826,592,False
Tugboat,640,640,544,544,0.19929727858221555,0.85,0.35294117647058826,3293,False
Barge,640,640,544,544,0.25268106891399195,0.85,0.35294117647058826,10476,False
Ferry,640,640,544,544,0.2850920786491641,0.85,0.35294117647058826,7454,False
Yacht,640,640,544,544,0.339516371469784,0.85,0.35294117647058826,2316,False
Container Ship,640,640,544,544,0.06692505128205127,0.85,0.35294117647058826,33938,False
Oil Tanker,640,640,544,544,0.0870625,0.85,0.35294117647058826,30564,False
Engineering Vehicle,640,640,544,544,0.010050896731309466,0.85,0.35294117647058826,1282,False
Tower crane,640,640,544,544,0.07867500000000002,0.85,0.35294117647058826,10882,False
Container Crane,640,640,544,544,0.006697211242863416,0.85,0.35294117647058826,15890,False
Reach Stacker,640,640,544,544,0.1218475557461407,0.85,0.35294117647058826,797,False
Straddle Carrier,640,640,544,544,0.199,0.85,0.35294117647058826,9943,False
Mobile Crane,640,640,544,544,0.050653423616570235,0.85,0.35294117647058826,4471,False
Dump Truck,640,640,544,544,0.1493573779076835,0.85,0.35294117647058826,422,False
Haul Truck,640,640,544,544,0.0,0.85,0.35294117647058826,1519,False
Scraper/Tractor,640,640,544,544,0.0,0.85,0.35294117647058826,477,False
Front loader/Bulldozer,640,640,544,544,0.2316801017751619,0.85,0.35294117647058826,395,False
Excavator,640,640,544,544,0.35240107187903347,0.85,0.35294117647058826,549,False
Cement Mixer,640,640,544,544,0.08860343858142768,0.85,0.35294117647058826,394,False
Ground Grader,640,640,544,544,0.01348287055371794,0.85,0.35294117647058826,446,False
Hut/Tent,640,640,544,544,0.008035955942973023,0.85,0.35294117647058826,835,False
Shipping Container,640,640,544,544,0.04867542691814073,0.85,0.35294117647058826,518,False
Fixed-wing Aircraft,640,640,576,576,0.37345938643067844,0.9,0.3333333333333333,2855,False
Small Aircraft,640,640,576,576,0.27500298304840404,0.9,0.3333333333333333,1286,False
Cargo Plane,640,640,576,576,0.645008450960464,0.9,0.3333333333333333,11834,False
Helicopter,640,640,576,576,0.41416666666666657,0.9,0.3333333333333333,1569,False
Passenger Vehicle,640,640,576,576,0.09771625392481721,0.9,0.3333333333333333,156,False
Small Car,640,640,576,576,0.2597461544563605,0.9,0.3333333333333333,158,False
Bus,640,640,576,576,0.28509545404152836,0.9,0.3333333333333333,415,False
Pickup Truck,640,640,576,576,0.0032611547831966265,0.9,0.3333333333333333,191,False
Utility Truck,640,640,576,576,0.03338985437714952,0.9,0.3333333333333333,239,False
Truck,640,640,576,576,0.16382360363527354,0.9,0.3333333333333333,425,False
Cargo Truck,640,640,576,576,0.07068959190485183,0.9,0.3333333333333333,421,False
Truck w/Box,640,640,576,576,0.2870253131956323,0.9,0.3333333333333333,1030,False
Truck Tractor,640,640,576,576,0.018892670216161096,0.9,0.3333333333333333,435,False
Trailer,640,640,576,576,0.08776107758895194,0.9,0.3333333333333333,683,False
Truck w/Flatbed,640,640,576,576,0.09079909215660086,0.9,0.3333333333333333,818,False
Truck w/Liquid,640,640,576,576,0.03971897446797318,0.9,0.3333333333333333,800,False
Crane Truck,640,640,576,576,0.10369509328167814,0.9,0.3333333333333333,867,False
Railway Vehicle,640,640,576,576,0.16162944854911376,0.9,0.3333333333333333,1437,False
Passenger Car,640,640,576,576,0.40716680419266443,0.9,0.3333333333333333,1381,False
Cargo Car,640,640,576,576,0.4282905829309568,0.9,0.3333333333333333,879,False
Tank car,640,640,576,576,0.16162944854911376,0.9,0.3333333333333333,761,False
Locomotive,640,640,576,576,0.11248353602548097,0.9,0.3333333333333333,1470,False
Maritime Vessel,640,640,576,576,0.14058768755097845,0.9,0.3333333333333333,10045,False
Motorboat,640,640,576,576,0.15839634485785575,0.9,0.3333333333333333,427,False
Sailboat,640,640,576,576,0.20237682645743188,0.9,0.3333333333333333,664,False
Tugboat,640,640,576,576,0.2184124088356255,0.9,0.3333333333333333,3692,False
Barge,640,640,576,576,0.25183663681478086,0.9,0.3333333333333333,11745,False
Fishing Vessel,640,640,576,576,0.04125582521921226,0.9,0.3333333333333333,2164,False
Ferry,640,640,576,576,0.29392066548596985,0.9,0.3333333333333333,8356,False
Yacht,640,640,576,576,0.35004023046263744,0.9,0.3333333333333333,2597,False
Container Ship,640,640,576,576,0.06215911102092353,0.9,0.3333333333333333,38048,False
Oil Tanker,640,640,576,576,0.05804166666666667,0.9,0.3333333333333333,34266,False
Engineering Vehicle,640,640,576,576,0.012949888812591412,0.9,0.3333333333333333,1437,False
Tower crane,640,640,576,576,0.0786952789699571,0.9,0.3333333333333333,12200,False
Container Crane,640,640,576,576,0.003855588961038961,0.9,0.3333333333333333,17815,False
Reach Stacker,640,640,576,576,0.14515923337355857,0.9,0.3333333333333333,893,False
Straddle Carrier,640,640,576,576,0.199,0.9,0.3333333333333333,11147,False
Mobile Crane,640,640,576,576,0.05031396541069947,0.9,0.3333333333333333,5012,False
Dump Truck,640,640,576,576,0.14181474970970598,0.9,0.3333333333333333,474,False
Haul Truck,640,640,576,576,0.0,0.9,0.3333333333333333,1703,False
Scraper/Tractor,640,640,576,576,0.0,0.9,0.3333333333333333,534,False
Front loader/Bulldozer,640,640,576,576,0.22841210251605532,0.9,0.3333333333333333,443,False
Excavator,640,640,576,576,0.34651847892575216,0.9,0.3333333333333333,615,False
Cement Mixer,640,640,576,576,0.09675141264506382,0.9,0.3333333333333333,442,False
Ground Grader,640,640,576,576,0.014558509016086744,0.9,0.3333333333333333,499,False
Hut/Tent,640,640,576,576,0.005917372004612691,0.9,0.3333333333333333,936,False
Shipping Container,640,640,576,576,0.053211031432981615,0.9,0.3333333333333333,580,False
Fixed-wing Aircraft,640,640,608,608,0.3693634697554697,0.95,0.3157894736842105,3181,False
Small Aircraft,640,640,608,608,0.2520479868171045,0.95,0.3157894736842105,1433,False
Cargo Plane,640,640,608,608,0.6390677057133198,0.95,0.3157894736842105,13185,False
Helicopter,640,640,608,608,0.4639935897435897,0.95,0.3157894736842105,1748,False
Passenger Vehicle,640,640,608,608,0.10025812137755943,0.95,0.3157894736842105,174,False
Small Car,640,640,608,608,0.2604569462500116,0.95,0.3157894736842105,176,False
Bus,640,640,608,608,0.2876550905988071,0.95,0.3157894736842105,463,False
Pickup Truck,640,640,608,608,0.0036873579643814615,0.95,0.3157894736842105,213,False
Utility Truck,640,640,608,608,0.033555174400943855,0.95,0.3157894736842105,266,False
Truck,640,640,608,608,0.16506060605007083,0.95,0.3157894736842105,473,False
Cargo Truck,640,640,608,608,0.06977222233227287,0.95,0.3157894736842105,469,False
Truck w/Box,640,640,608,608,0.29035388130808093,0.95,0.3157894736842105,1148,False
Trailer,640,640,608,608,0.08201364098662461,0.95,0.3157894736842105,761,False
Truck w/Flatbed,640,640,608,608,0.10323271920934499,0.95,0.3157894736842105,911,False
Truck w/Liquid,640,640,608,608,0.03860021410421699,0.95,0.3157894736842105,891,False
Crane Truck,640,640,608,608,0.09069853995533075,0.95,0.3157894736842105,966,False
Railway Vehicle,640,640,608,608,0.15935382725679934,0.95,0.3157894736842105,1601,False
Passenger Car,640,640,608,608,0.40976034443839904,0.95,0.3157894736842105,1538,False
Cargo Car,640,640,608,608,0.41649949595169955,0.95,0.3157894736842105,979,False
Flat Car,640,640,608,608,0.05360874393505768,0.95,0.3157894736842105,1265,False
Tank car,640,640,608,608,0.15935382725679934,0.95,0.3157894736842105,848,False
Locomotive,640,640,608,608,0.10576627280085904,0.95,0.3157894736842105,1638,False
Maritime Vessel,640,640,608,608,0.13535613568760488,0.95,0.3157894736842105,11192,False
Motorboat,640,640,608,608,0.15424238040369628,0.95,0.3157894736842105,475,False
Sailboat,640,640,608,608,0.21195903398507418,0.95,0.3157894736842105,740,False
Tugboat,640,640,608,608,0.1964427140252304,0.95,0.3157894736842105,4113,False
Barge,640,640,608,608,0.24990509412055334,0.95,0.3157894736842105,13086,False
Fishing Vessel,640,640,608,608,0.04508155092852956,0.95,0.3157894736842105,2411,False
Ferry,640,640,608,608,0.276996040445343,0.95,0.3157894736842105,9311,False
Yacht,640,640,608,608,0.35589460373725196,0.95,0.3157894736842105,2893,False
Container Ship,640,640,608,608,0.06999373021643114,0.95,0.3157894736842105,42393,False
Oil Tanker,640,640,608,608,0.03511764705882352,0.95,0.3157894736842105,38179,False
Engineering Vehicle,640,640,608,608,0.007545853218255167,0.95,0.3157894736842105,1602,False
Tower crane,640,640,608,608,0.0806095041322314,0.95,0.3157894736842105,13593,False
Container Crane,640,640,608,608,0.016065523446758084,0.95,0.3157894736842105,19849,False
Reach Stacker,640,640,608,608,0.1130384615384615,0.95,0.3157894736842105,995,False
Straddle Carrier,640,640,608,608,0.199,0.95,0.3157894736842105,12420,False
Dump Truck,640,640,608,608,0.1426485346614994,0.95,0.3157894736842105,528,False
Haul Truck,640,640,608,608,0.0,0.95,0.3157894736842105,1898,False
Scraper/Tractor,640,640,608,608,0.0,0.95,0.3157894736842105,595,False
Front loader/Bulldozer,640,640,608,608,0.2058439337838593,0.95,0.3157894736842105,493,False
Excavator,640,640,608,608,0.3457362556508077,0.95,0.3157894736842105,685,False
Cement Mixer,640,640,608,608,0.10293688664192953,0.95,0.3157894736842105,492,False
Hut/Tent,640,640,608,608,0.011728822341352921,0.95,0.3157894736842105,1043,False
Shipping Container,640,640,608,608,0.05111508070745443,0.95,0.3157894736842105,647,False
Fixed-wing Aircraft,640,640,640,640,0.3109511822581213,1.0,0.3,3524,False
Small Aircraft,640,640,640,640,0.2808604029476577,1.0,0.3,1587,False
Cargo Plane,640,640,640,640,0.6507862631773124,1.0,0.3,14609,False
Helicopter,640,640,640,640,0.46390723270440243,1.0,0.3,1936,False
Passenger Vehicle,640,640,640,640,0.07970681720980143,1.0,0.3,193,False
Small Car,640,640,640,640,0.2526487911340575,1.0,0.3,196,False
Bus,640,640,640,640,0.2769045445591214,1.0,0.3,512,False
Pickup Truck,640,640,640,640,0.001997036689467788,1.0,0.3,235,False
Utility Truck,640,640,640,640,0.03424445147094592,1.0,0.3,294,False
Truck,640,640,640,640,0.15466334531436285,1.0,0.3,524,False
Cargo Truck,640,640,640,640,0.06931607128976565,1.0,0.3,519,False
Truck w/Box,640,640,640,640,0.26883429103151274,1.0,0.3,1271,False
Truck Tractor,640,640,640,640,0.036848105488818624,1.0,0.3,537,False
Trailer,640,640,640,640,0.08560682198511145,1.0,0.3,843,False
Truck w/Flatbed,640,640,640,640,0.0952055719485861,1.0,0.3,1010,False
Truck w/Liquid,640,640,640,640,0.04940674700517063,1.0,0.3,987,False
Crane Truck,640,640,640,640,0.06662316248319138,1.0,0.3,1070,False
Railway Vehicle,640,640,640,640,0.1471331999617627,1.0,0.3,1773,False
Passenger Car,640,640,640,640,0.3847303851388142,1.0,0.3,1704,False
Cargo Car,640,640,640,640,0.4025935586494718,1.0,0.3,1084,False
Flat Car,640,640,640,640,0.06497489696218238,1.0,0.3,1401,False
Tank car,640,640,640,640,0.1471331999617627,1.0,0.3,939,False
Locomotive,640,640,640,640,0.10744351333949162,1.0,0.3,1814,False
Maritime Vessel,640,640,640,640,0.14552472841738825,1.0,0.3,12401,False
Motorboat,640,640,640,640,0.15642724352624074,1.0,0.3,526,False
Sailboat,640,640,640,640,0.18240062689417413,1.0,0.3,819,False
Tugboat,640,640,640,640,0.158253994359216,1.0,0.3,4557,False
Barge,640,640,640,640,0.18195752871740659,1.0,0.3,14499,False
Fishing Vessel,640,640,640,640,0.021831995177465903,1.0,0.3,2671,False
Ferry,640,640,640,640,0.19135319618510477,1.0,0.3,10316,False
Yacht,640,640,640,640,0.3298157036790106,1.0,0.3,3205,False
Container Ship,640,640,640,640,0.06557024631974259,1.0,0.3,46972,False
Oil Tanker,640,640,640,640,0.0373125,1.0,0.3,42303,False
Engineering Vehicle,640,640,640,640,0.0022394551571099587,1.0,0.3,1774,False
Tower crane,640,640,640,640,0.046391509433962266,1.0,0.3,15061,False
Container Crane,640,640,640,640,0.01910113782495001,1.0,0.3,21993,False
Reach Stacker,640,640,640,640,0.13753043143297378,1.0,0.3,1102,False
Straddle Carrier,640,640,640,640,0.0995,1.0,0.3,13761,False
Mobile Crane,640,640,640,640,0.025940549037567623,1.0,0.3,6187,False
Dump Truck,640,640,640,640,0.12030003448295348,1.0,0.3,584,False
Haul Truck,640,640,640,640,0.0,1.0,0.3,2102,False
Scraper/Tractor,640,640,640,640,0.0,1.0,0.3,659,False
Front loader/Bulldozer,640,640,640,640,0.18324431165537164,1.0,0.3,546,False
Excavator,640,640,640,640,0.34112401274497156,1.0,0.3,759,False
Cement Mixer,640,640,640,640,0.10644082557078505,1.0,0.3,545,False
Ground Grader,640,640,640,640,0.02684632403910716,1.0,0.3,616,False
Hut/Tent,640,640,640,640,0.004555661010408707,1.0,0.3,1155,False
Shipping Container,640,640,640,640,0.046211989787805094,1.0,0.3,716,False
Fixed-wing Aircraft,640,640,320,320,0.3323033860210751,0.5,0.6,881,True
Small Aircraft,640,640,544,544,0.32457895831427286,0.8500000000000001,0.3529411764705882,1147,True
Cargo Plane,640,640,128,128,0.5208628199504282,0.2,1.4999999999999998,585,True
Helicopter,640,640,320,320,0.09336956521739127,0.5,0.6,484,True
Passenger Vehicle,640,640,384,384,0.09028369512285794,0.6000000000000001,0.4999999999999999,70,True
Small Car,640,640,352,352,0.20943699731547333,0.55,0.5454545454545454,59,True
Bus,640,640,384,384,0.25687379615344474,0.6000000000000001,0.4999999999999999,185,True
Utility Truck,640,640,384,384,0.027299557328020925,0.6000000000000001,0.4999999999999999,106,True
Truck,640,640,384,384,0.14512313206944294,0.6000000000000001,0.4999999999999999,189,True
Cargo Truck,640,640,448,448,0.05943547108104295,0.7000000000000001,0.4285714285714285,255,True
Truck w/Box,640,640,288,288,0.28043909068584927,0.45,0.6666666666666666,258,True
Truck Tractor,640,640,608,608,0.02269088584110554,0.9500000000000001,0.3157894736842105,485,True
Trailer,640,640,448,448,0.08210385010310549,0.7000000000000001,0.4285714285714285,414,True
Truck w/Flatbed,640,640,448,448,0.08708388242771972,0.7000000000000001,0.4285714285714285,495,True
Truck w/Liquid,640,640,352,352,0.035859642096068144,0.55,0.5454545454545454,299,True
Crane Truck,640,640,384,384,0.09823143585290191,0.6000000000000001,0.4999999999999999,386,True
Railway Vehicle,640,640,384,384,0.15155576796670983,0.6000000000000001,0.4999999999999999,639,True
Passenger Car,640,640,224,224,0.3637929118287575,0.35000000000000003,0.857142857142857,209,True
Cargo Car,640,640,224,224,0.3515976994403896,0.35000000000000003,0.857142857142857,133,True
Flat Car,640,640,576,576,0.083576919823556,0.9,0.3333333333333333,1135,True
Tank car,640,640,384,384,0.15155576796670983,0.6000000000000001,0.4999999999999999,339,True
Locomotive,640,640,448,448,0.12304500740438529,0.7000000000000001,0.4285714285714285,889,True
Maritime Vessel,640,640,192,192,0.12072407033717969,0.30000000000000004,0.9999999999999998,1117,True
Motorboat,640,640,352,352,0.0995702442579184,0.55,0.5454545454545454,160,True
Sailboat,640,640,320,320,0.1678215824088579,0.5,0.6,205,True
Tugboat,640,640,352,352,0.26809690132266095,0.55,0.5454545454545454,1379,True
Barge,640,640,192,192,0.1362195307017544,0.30000000000000004,0.9999999999999998,1305,True
Fishing Vessel,640,640,544,544,0.054452376208960776,0.8500000000000001,0.3529411764705882,1930,True
Ferry,640,640,384,384,0.343653469895796,0.6000000000000001,0.4999999999999999,3714,True
Yacht,640,640,384,384,0.341328737264243,0.6000000000000001,0.4999999999999999,1154,True
Container Ship,640,640,384,384,0.13095332695331094,0.6000000000000001,0.4999999999999999,16910,True
Oil Tanker,640,640,160,160,0.06633333333333333,0.25,1.2,2644,True
Engineering Vehicle,640,640,480,480,0.032451790101339514,0.75,0.39999999999999997,998,True
Tower crane,640,640,448,448,0.07914398684622612,0.7000000000000001,0.4285714285714285,7380,True
Container Crane,640,640,288,288,0.0173749424001924,0.45,0.6666666666666666,4454,True
Reach Stacker,640,640,384,384,0.12343863636363635,0.6000000000000001,0.4999999999999999,397,True
Straddle Carrier,640,640,192,192,0.398,0.30000000000000004,0.9999999999999998,1239,True
Mobile Crane,640,640,608,608,0.04958772676353027,0.9500000000000001,0.3157894736842105,5584,True
Dump Truck,640,640,384,384,0.13006459054066344,0.6000000000000001,0.4999999999999999,211,True
Front loader/Bulldozer,640,640,480,480,0.23199994876608968,0.75,0.39999999999999997,308,True
Excavator,640,640,352,352,0.2942866329681444,0.55,0.5454545454545454,230,True
Cement Mixer,640,640,384,384,0.07351074426107226,0.6000000000000001,0.4999999999999999,197,True
Ground Grader,640,640,608,608,0.015287530783842531,0.9500000000000001,0.3157894736842105,556,True
Shipping Container,640,640,288,288,0.05738867302832734,0.45,0.6666666666666666,145,True
